Date,Location,State,Latitude,Longitude,MinTemp,MaxTemp,Rainfall
1/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.1,27.1,0
2/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13,24.8,0.2
3/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.4,24.2,0
4/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.9,22.7,0.4
5/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.6,21.8,0.2
6/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.1,23.8,0
7/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,17,24.4,9.8
8/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,17.5,27.3,1.6
9/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.9,25.2,0
10/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.8,26.7,0
11/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.2,27.8,0
12/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.2,23.6,0
13/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.1,23,0
14/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.1,25.1,0
15/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.9,25.4,0
16/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.6,23.6,0
17/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.5,26.4,0
18/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.5,26.1,0
19/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.1,26,0
20/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13,26.6,0
21/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.2,27.5,0.2
22/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.1,29.7,0
23/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.3,30.4,0.2
24/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.9,27.7,
25/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.7,23.7,2
26/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.1,23,0
27/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.2,18.4,0
28/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.5,24.8,0
29/04/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.7,24.7,0
4/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.4,25.5,0
5/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.2,19.5,0.4
6/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.4,20.7,
7/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.4,22.9,
8/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4,24.1,0
9/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.7,24.6,
10/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7,24.6,0
11/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.7,25.5,0
12/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.1,19.2,0
13/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2,21.6,0
14/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4,20.3,0
15/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.7,22.1,0
16/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.2,22.4,
17/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.8,17.3,0
18/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.6,18.1,0
19/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.1,20.8,
20/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.9,20.1,0.4
21/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.6,20.9,0
22/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.8,19.4,0.2
23/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.8,18.6,0
24/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.4,19.9,0
26/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.3,14.9,
27/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.4,18.6,42
28/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.8,20.4,1
29/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.9,16.4,
30/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.3,19.7,6.2
31/05/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.7,17.8,7.6
1/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.7,18.8,5
2/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.5,19.9,0
3/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.7,19.1,12.4
4/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.4,16.9,36
5/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.5,20.4,5.2
6/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7,18.1,0
7/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.9,17.3,0
8/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.8,17.6,0
9/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.3,16.2,0
10/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.2,15.5,0
11/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,-0.1,17,0
12/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,1.9,16.2,0
13/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.2,17.5,0
14/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.6,18,0
15/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.2,18.3,0
16/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.7,18.8,0.2
17/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7,19,0
18/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.7,18.2,0
19/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,1.4,18.9,0
20/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.1,19.3,0
21/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.5,17.8,0
22/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.8,16.5,
23/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.4,15.2,0
24/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.6,17.8,3.6
25/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.9,18.1,0
26/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.8,19.2,0.4
27/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2,15.9,0
28/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,1.5,15.5,0.2
29/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,-1.2,15,0
30/06/2010,Badgerys Creek,New South Wales,-33.924,150.7719,-3,16.1,
1/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,-1,16.4,0.2
2/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.2,12.1,0
3/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.7,15.6,1.6
4/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.3,18,0
5/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.9,14.5,0
6/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9,16.7,1.6
7/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8,17.5,1
8/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.6,16.4,0
9/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.9,17.5,1.6
10/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.6,17.3,0
11/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.9,15.2,
12/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.7,18.2,0.6
13/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.4,16.9,0
14/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.6,17.3,0.6
15/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.4,16.6,0
16/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.3,16.7,0
17/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,1.3,17.5,0
18/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,-0.6,18,0
19/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.8,15.7,0
20/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.4,16.5,0.6
21/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.2,16.6,0.2
22/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.9,17.1,0
23/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.7,18.1,0
24/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.6,18.7,0
25/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.4,17.1,3.4
26/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7,17,24.8
27/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.2,16.8,0
28/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10,12.6,2
29/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9,13.4,21
30/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.9,19.8,7.2
31/07/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.5,20.1,5.2
1/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4,19.9,0
2/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5,14.9,0
3/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.2,17.5,7.4
4/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.1,18,0
5/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.9,16.6,0
6/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.3,16.3,0
7/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.3,16.4,0
8/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,1.2,17,0
9/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.7,18,0
10/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.1,12.5,6.6
11/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.9,16.5,6.2
12/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.1,16,0
13/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.2,18.8,0
14/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.9,20.5,
15/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.5,19.6,0
16/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.8,17.8,0
17/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.6,17.6,0
18/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,0.5,19.9,0
19/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.3,23.4,
20/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.5,18,0
21/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.5,16.5,0
22/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.3,18.2,0
23/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.1,14.2,0
24/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6,18.7,
25/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.9,16.6,0
26/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.4,17.2,0
27/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.1,18.6,0
28/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.4,18.1,0
29/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,2.6,19,0
30/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.9,19.8,0
31/08/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.6,21.8,0
1/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.9,25,0
2/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13,18.6,0
3/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.8,15.2,4
4/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.3,19.9,16.4
5/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.3,20.3,0.2
6/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.7,20.4,0
7/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,4.3,17.8,0
8/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.6,18.9,0
9/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.1,16.3,0
10/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.6,23.6,3
11/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.2,21.7,0
12/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.4,20.7,0
13/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10,23.1,0
14/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.8,16.6,0
15/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.7,21.8,16.8
16/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.6,20.1,0
17/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.1,19.1,0
18/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.7,22,0
19/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.3,18.7,0
20/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6,20.6,0
21/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,6.3,24.6,0.2
22/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.8,21.9,0
23/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.5,20.2,0.2
24/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.3,25.2,0
25/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.5,25.9,0
26/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.1,25.2,0
27/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.4,26.9,0
28/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.5,26.3,0.2
29/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.9,19,0
30/09/2010,Badgerys Creek,New South Wales,-33.924,150.7719,3.8,18.9,0.8
1/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.4,18.8,0
2/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.1,19.5,0
3/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.4,19.2,18.6
4/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.8,20.5,28.6
5/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.6,24.5,2.2
6/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.3,22.6,0.2
7/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14,23.6,0
8/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.9,21.4,0
9/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.6,18,0
10/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.5,20.8,0.6
11/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.8,21.2,0.6
12/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.5,24.1,0.4
13/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.6,25.7,0
14/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.7,28.6,10.4
15/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.7,24.2,0.2
16/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.9,15.4,
17/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.4,22.8,0
18/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,5.9,23.8,0.2
19/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.2,16.1,0
20/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.2,22.9,0
21/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.3,24.4,0.2
22/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.1,26.8,0
23/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.5,28.5,2.2
24/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.8,16.9,4
25/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.6,20.9,7
26/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.5,26.2,0
27/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,8.1,24.8,0
28/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.4,19.5,17.2
29/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.7,20.4,0.4
30/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.4,29.5,0.2
31/10/2010,Badgerys Creek,New South Wales,-33.924,150.7719,17.1,30,0
1/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.4,21.2,0
2/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.9,20.3,33.8
3/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,7.6,24.4,0
4/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.4,18.1,2
5/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.3,18.7,1.4
6/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.8,17.3,2.2
7/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.4,24.1,5.8
8/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.6,30.2,0
9/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.1,24,12.2
10/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.7,28.2,0.2
11/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.2,28.9,11.4
12/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.9,31.6,0.2
13/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.9,32,0
14/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,19.9,32.4,0
15/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,20.4,21.1,0
16/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,17.6,25.3,25.4
17/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16,22.1,0
18/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13,26.8,0
19/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.7,18.1,1.6
20/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.2,23.8,0
21/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,9.8,25.6,0
22/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.8,25.4,0
23/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12,26.7,0
24/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.7,28.9,0
25/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.5,31.3,0
26/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.5,30.1,0
27/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.8,30.9,0
28/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16,22.5,0.2
29/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.5,19.5,11.4
30/11/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.6,22.4,11.4
1/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.5,20.4,28.8
2/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,17.7,25.2,14
3/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,18.2,26.3,0.8
4/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,18.1,25.2,1.2
5/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,18.7,26.4,0.4
6/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,17.7,25.6,0.8
7/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.9,28.2,28.4
8/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.3,31.1,0
9/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,21.5,31.2,2
10/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,20.4,31.2,2.6
11/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.5,29.7,0
12/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.7,30.3,0
13/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.2,27.1,0
14/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,17,26.9,0
15/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.9,30.3,0
16/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,18.5,27.5,0
17/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.5,25.5,22
18/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16,24.7,0
19/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.4,25.5,0.4
20/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11.4,21.3,2.4
21/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,11,26.7,0
22/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,10.6,25.6,0
23/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,14.3,31.7,
24/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.8,22.7,0
25/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.4,31.4,0
26/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,19.4,30.2,4.8
27/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.6,19.8,21
28/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,12.5,20.5,1.4
29/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,13.3,29.4,0.2
30/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,15.7,29.2,0
31/12/2010,Badgerys Creek,New South Wales,-33.924,150.7719,16.8,34.1,0
1/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.8,37.4,0
2/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,17.1,30.8,0
3/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.9,20.5,0.8
4/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.1,22.3,4.2
5/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.9,27,0
6/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.6,26.6,0
7/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.1,26.9,0
8/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,19.1,29,9
9/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,20.4,29,2.2
10/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,20.6,28.2,7
11/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,20.1,24.4,2.8
12/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,21.1,29.3,4.6
13/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,22.4,28.7,1
14/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,18.2,30.3,0
15/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,20.6,30,4.6
16/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,18.7,30.6,0
17/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,17.6,32.7,0
18/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,17.4,27.8,0
19/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,18.3,28.2,0
20/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,18.8,29.8,0.8
21/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,15.7,32,0
22/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.7,31.6,0
23/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,17.6,32.4,0
24/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.6,33.7,1.2
25/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,20.5,36.1,0
26/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,19.5,36.8,0
27/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,22.5,35.9,0
28/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,19,27.4,0
29/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,14,27.6,0
30/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,12.1,36.7,0
31/01/2011,Badgerys Creek,New South Wales,-33.924,150.7719,17,40.4,0
1/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,18.4,41.5,0
2/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,23.1,38.4,0
3/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,23.9,38.7,0
4/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,22.1,38.6,0
5/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,21.8,41.4,0
6/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,21.8,33.9,0
7/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.6,24.1,0
8/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,14.2,27.4,0
9/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,14.8,25.5,0
10/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,14.9,30.5,0
11/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.3,38.2,0
12/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,21.6,22.7,0.2
13/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,18.2,22.8,19.8
14/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,17.8,23.5,0
15/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,14.6,24.1,0
16/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,17.8,28.1,1
17/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,19.4,31.8,1.4
18/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,19.7,28.2,4.4
19/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,20.2,37.9,0.2
20/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,23.6,36.7,0
21/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,18.4,28.6,0
22/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,15.6,24.5,0.2
23/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,12.5,27.5,0
24/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,12.5,31,0
25/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,12.8,32,0
26/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.7,34.1,0
27/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.6,29.5,0
28/02/2011,Badgerys Creek,New South Wales,-33.924,150.7719,20.4,30.2,0.4
1/03/2011,Badgerys Creek,New South Wales,-33.924,150.7719,18.7,36.6,0.6
2/03/2011,Badgerys Creek,New South Wales,-33.924,150.7719,16.4,22.1,0
